,0,1,2,3
84,학생들과 함께 나누는 기후변화 이야기,기후 환경 위기의 심각성을 깨닫고 이를 보존하기 위한 방안 들에 대해서 생각할 수 있는 계기가 되었음,4점,2023.06.23
85,지리와 함께하는 인문학 티타임,조용히 강의를 들으며 많은 생각을 하게 되고 되돌아볼 수 있어 좋았습니다~,5점,2023.06.23
86,30시간 메이슨의 Travel English,여행 활용에 도움이 되는 유익한 연수였습니다.,5점,2023.06.22
87,지리와 함께하는 인문학 티타임,"지역과 도시, 동화와 관련된 내용이
인문학적 소양을 높일 수 있도록 다양한 이야기를 수업으로 들어서 너무 좋았습니다.",5점,2023.06.20
88,참여하고 탐구하는 통합과학 수업방법,"주기율표를 열심히 외우기만 했어요^^
비스무트라는 아주 예쁜 원소가 있다는 것을 알게 해주시고, 아이들과 쉽게 실험을 해서 예쁜 결정을 만들 수 있다는 것을 배우게 되었습니다.
학생들이 참여하는 모습을 보여주심으로써 실제 수업에서도 적용할 수 있겠구나를 느낄 수 있어서 좋았습니다.
꼭 수업에 활용해보도록 하겠습니다. 감사합니다.",5점,2023.06.19
89,"학급경영, 수업, 업무 - 노션으로 한 방에 해결하기","노션을 선생님들이 많이 사용하고 계시고, 좋다고 추천은 받았는데 어떻게 사용하는 지를 몰라서 고민하고 있었습니다. 그런데 어떤 선생님께서 t셀파연수원에 노션에 대한 좋은 연수가 있다길래 추천해주셔서 신청하게 되었습니다.
연수를 들으며 너무 좋았던 점은 두 선생님의 대화형식으로 진행된다는 것입니다. 저도 궁금한 점, 어려운 점을 노션을 배우는 입장의 선생님께서 질문해주시고 가르쳐주시니 더 이해가 쏙쏙 잘 되었습니다! ㅎㅎ
여태껏 원격연수를 들을 때 한귀로 흘려듣게 되는 경우가 많았는데 정말 집중이 잘 되고 하나도 흘리는 것 없이 배우려 노력했습니다.
연수 한개를 듣고 직접 노션을 켜서 함께 실습해보니 이해가 더 잘 된 것 같아요.
누구나 잘 알거라고 생각하고 넘기지 않으시고 기본적인 아이콘, 기능부터 심화기능까지 세부적으로 설명해주시는 것도 너무 좋았습니다.
기능설명에서 그치는게 아니라 어떻게 교실에 활용할 수 있는지까지 친절히 알려주셔서 나의 교실에서는 어떻게 활용할 수 있을지 응용해서 고민도 많이 하고 있습니다.
제일 좋았던 기능은 동학년 협업 페이지 만들기였습니다. 매번 단체카톡에 번거롭게 올리거나 쿨박스에 담았는데 노션이 있다면 카테고리를 만들어 쉽게 정보공유를 할 수 있다는 것을 깨닫고 제가 먼저 만들어보려고 합니다!^^
막내지만 !!!ㅎㅎㅎ

강의를 들으며 정말 좋은 프로그램이 많은데 놓치고 있는 것이 많다는 것을 깨달았어요..세상은 빨리 바뀌고, 좋은 것들이 많이 나오는데 공부를 열심히 해서 아이들, 저에게도 좋은 영향을 줄 수 있도록 자기계발 하도록 하겠습니다.

♥♥♥ 멋진 강의 너무너무 감사합니다 ♥♥♥♥",5점,2023.06.19
90,당장 따라 할 수 있는 사계절 학급운영+이벤트,1년이라는 시간 동안 학급을 즐겁고 신나게 운영할 수 있는 다양한 방법 들이 제시되어 있어 좋았습니다.,5점,2023.06.19
91,스토리텔링을 활용한 초등수학 수업,딱딱하기 쉬운 수학 수업에 재미를 불어 넣을 수 있는 방법이라서 수업에 잘 활용할 수 있을 듯 합니다.,5점,2023.06.19
92,15시간 재테크보다 중요한 나만의 재무설계,연수를 듣고나니 뭔가 부자가 될 것만 같은 기분이 드네요.,5점,2023.06.18
93,30시간 강의의 품격,추천합니다. 교사에게 꼭 필요한 연수네요.,5점,2023.06.18
94,30시간 같이 읽고 함께 나누는 독서수업방법,어렵게만 느껴졌던 독서수업. 이제는 자신감이 생겼습니다.,5점,2023.06.18
95,15시간 당장 따라 할 수 있는 사계절 학급운영+이벤트,재밌고 유익한 연수입니다.,5점,2023.06.18
96,인성교육 연구보고서 작성법,"보고서를 어떻게 작성해야하나 막막했는데, 큰 도움을 받았습니다.",5점,2023.06.18
97,성호쌤과 함께하는 랜선 박물관 여행,박물관이 어렵게만 느껴졌지만 가고 싶은 곳이 되는 연수였습니다. 학생들과 함께 가도 부담스럽지 않은 곳이 되는 연수가 되었습니다. 아픈 역사를 돌아보는 시간이 되는 연수이기도 했습니다. 만주주의 발자취를 따라 남산의 여러 곳을 설명을 들으면 받은 연수가 다시 떠오르는 시간이었습니다. 아픈 역사를 잊지 말고 되풀이 되지 않았으면 좋겠습니다.,5점,2023.06.18
98,손그림과 파워포인트로 교실 속 콘텐츠 만들기,손그림은 제가 연수 따라하면서 재미있게 배웠구요. 실제 교실 칠판에서 간단하게 그림 그릴 때 잘 사용할꺼 같아요. 그리고 파워포인트는 어렵다고만 생각했는데 간단하게 설명해주셔서 좋았습니다.,5점,2023.06.17
99,30시간 메이슨의 Travel English,여행시 필요한 다양한 상황별 표현이 많았습니다.,5점,2023.06.16
100,30시간 강의의 품격,강의를 듣고 수업의 품격을 높일 수 있도록 증진해야겠다.,5점,2023.06.15
101,30시간 일본어 마스터 2,쉽고 재미있게 일본어를 배울 수 있어서 좋았습니다!,5점,2023.06.15
102,메이슨의 패턴잉글리쉬,"연수 제목처럼 패턴별로 회화를 익히기 좋은 연수입니다.
어렵지 않은 문장 구조로 반복 학습하면서 도움을 많이 받고 있어요. 퀴즈 더 많이 풀고 싶어요^^",5점,2023.06.14
103,"행복한 학급 만들기, 학생과 교사 자존감 수업","긍정심리학에 기반을 두고 학생, 교사 모두의 자존감을 높일 수 있는 방법을 여러 이론들과 학습방법을 바탕으로 설명해 주십니다. 교실수업에서도 적용해 보도록 하겠습니다 ^^",5점,2023.06.14
104,독립운동 현장읽기 - 의병전쟁,치열했던 의병전쟁을 비롯해 중요한 역사적 사실을 다시 들여다보고 생각해볼 수 있는 유익한 시간이었습니다.,4점,2023.06.13
105,실패 없는 과학 교과서 실험 (3~4학년 1학기),과학 교과를 가르치는데 단원마다 지도상 유의점이나 사전 실험시 안내 사항을 친절하게 안내해주어서 큰 도움을 받았습니다.,5점,2023.06.13
106,그림검사와 다양한 기법으로 만나는 미술치료,"간단하면서도 아이들의 심리까지 파악할 수 있는 다양한 소재 거리가 있는 수업이었다. 3월 아이들을 알아가는 시간, 적용해보면서 아이들의 특징을 파악해보고 또 중간 중간 아이들의 마음을 알아가는 데 필요한 수업이다.",5점,2023.06.12
107,성호쌤과 함께하는 랜선 박물관 여행,"초등학교 저학년 아이가 있고, 아이가 박물관을 좋아해 한달에 두세번은 꼭 박물관에 가서 한때를 보내다 오는데, 서대문형무소, 국립중앙박물관, 대한민국역사박물관 등 서울 및 근교에 있는 박물관은 모두 섭렵하였습니다.
하지만 아이에게 잘 보여주었고, 설명도 잘 해주었다고 생각된 부분들이 틀리기도 했었고, 또 많이 미흡했다는 걸 깨달았습니다.
강의를 들으며 내내 '아,, 이게 진짜지.'라는 말을 몇번 되뇌었는지 모르겠네요.
사실은 박물관이 매우 넓고 하루만에 다 돌아보기도 힘들어 부분 부분 재미있고 특이한 전시 위주로 돌아다닌 것도 있기는 하지만 강의를 듣다보니 진짜 수박 겉만 핥다 왔다는 생각에 참 부끄러워 지기도 합니다.
특히 서대문형무소는 다시 꼭 가보려고 합니다.
한여름에 뙤양볕에 돌아다녀야 해서 구석구석 제대로 보지 못한 것도 있지만, 아는 만큼 보인다고 이제는 곳곳에 숨어있는 의미있는 장소를 다시금 차근차근 돌아보며 아이에게 잊지 말아야할 우리의 아픈 역사에 대해 이야기해주려 합니다. 독립투사의 얼이 서려있는 곳이며 참혹했던 수감시절의 고통도 느껴보는 의미있는 시간이 되겠지요.

다만, 강의 자체는 훌륭하나 강사님의 설명 위주로만 진행되어 영상이라든지, 다양한 사진자료, 전시자료 등을 보여주면서 설명을 해주셨으면 어땠을까 하는 아쉬움이 들지만, 이것은 직접 가서 찾아보는 걸로...

조곤조곤 설명해주시는 선생님의 이야기가 아직도 귀에 쟁쟁하게 들리는 듯 하네요..
좋은 강의 정말 감사합니다~~",5점,2023.06.12
108,"15시간 하루 20분, 컬쳐 리스닝 픽업",수업에 적용하기 좋을 것 같아요. 감사합니다!,5점,2023.06.12
109,메이슨의 패턴잉글리쉬,연수가 유익하고 좋았습니다. 그러나 좀더 수준이 있는 내용으로 구성하면 더 좋을 것 같습니다.,4점,2023.06.12
110,왕초보를 위한 캘리그래피,부창부수입니다. 강사님의 설명도 쏙쏙 잘 들어오고 따라하는 학생의 실력은 청출어람이라는 생각과 함께 두분이 너무 잘 어울리는 수업이었습니다. 덕분에 좀더 쉽게 그리고 아름다운 작품을 만들 수 있을 것 같습니다. 저도 뭔가 좀 캘리에 한발 다가선 듯한 느낌이 들어요. 감사합니다.,5점,2023.06.12
111,"나이와 신분을 초월한 독립운동, 그 현장을 읽다",역사시간에 배운 유명한 독립운동가뿐 아니라 알려지지 않았던 독립운동을 하신 분들의 처절한 독립운동을 되새겨 보며 지금의 평화를 위해 희생하신 분들을 조금이나마 생각해 보는 좋은 연수였습니다.,5점,2023.06.09
112,기초영어 회화 핵심표현 Real Speaking,핵심단어 30개를 가지고 여기저기 다 활용하여 완성하는 영어회화 수업입니다. 강추입니다.,5점,2023.06.09
113,초등 저학년 남학생 탐구생활,"막연하게 생각했던 남학생들의 지도가 이렇게 명료하게 정리되어서 연수가 참 좋았습니다.
설명도 자세하게 잘 해주시고 재미도 있었습니다.
이제 학교에서 슬기로운 남학생 지도와 학부모 대하기에 자신이 생겼어요.",5점,2023.06.09
114,수업을 살리는 놀이 레시피,"놀이는 언제 들어도 재미있고 활용도가 높습니다. 오프라인 연수가 제일 효과가 좋지만 아무래도 왔다갔다 하는 시간과 노력이 많이 들어서 부담스럽고, 확실히 체득은 되지만 시간 내에 많은 놀이를 다루지 못한다는 점이 아쉬웠어요. 이 연수는 다양한 상황에서 활용할 수 있는 여러 놀이가 나옵니다. 어떤 것들은 저희 반에 맞지 않기도 하지만 대부분 이 아이디어를 조금 변형하면 충분히 활용할 수 있을만한 것들입니다. 실제 놀이의 과정이 영상 속에 그려져서 어떤 모습으로 놀이가 이루어지는지, 어떤 부분에 주의해야할지가 확인하기 쉽습니다. 그러다보니 영상을 보며 우리 반에서 놀이할 때는 이것은 주의해야지! 이건 이렇게 바꿔야지! 하는 생각이 듭니다.
놀이는 계속 시대에 따라 변하지만 그래도 기본 방식은 바뀌지 않으니 계속 변형해가며 활용할 수 있을 것 같아요
이렇게 일주일에 하나씩만 놀이를 한다면 저희 반도 충분히 웃음꽃이 넘치지 않을까 생각이 듭니다.",5점,2023.06.08
115,독립운동 현장읽기 - 의병전쟁,"치열했던 의병전쟁과 관련하여
역사 교과서에 없지만
존재하는 순국선열에 대하여 배울수 있는 좋은 기회였습니다.",5점,2023.06.08
116,2023년 대학입시 전략 특강,2023년 대학 입시 전략에 대한 전반적인 설명이 도움이 많이 되었습니다. 온라인으로 언제 어디서나 들을 수 있어서 접근성이 좋았습니다.,5점,2023.06.07
117,"행복한 학급 만들기, 학생과 교사 자존감 수업",바쁜 하루 생활에서 나를 되돌아 보는 시간 이였습니다. 교사가 행복한 교실에서 아이들도 행복할 수 있겠지요,5점,2023.06.07
118,15시간 옆반 쌤이 알려주는 꿀팁(실시간 쌍방향 수업편),좋아요,5점,2023.06.07
119,학생들과 함께 나누는 기후변화 이야기,평소 알고 있던 것에 비해 훨씬 더 깊은 내용을 알게됨과 동시에 기후 변화를 막기 위한 실천적인 측면에 대해 반성하게 되었어요.,5점,2023.06.07
120,강의의 품격,구성이나 내용이 별로 마음에 안드네요. 음향도 그렇고. 실망스러운 연수였습니다.,3점,2023.06.07
121,메이슨의 패턴잉글리쉬,일상생활에서 자주 사용하는 여러 가지 상황 관련 구문의 패턴을 익혀 쉽게 배울 수 있어서 좋았습니다. 꾸준히 복습하며 실력을 쌓도록 노력할 것입니다^^,5점,2023.06.06
122,쉽게 시작할 수 있는 노션과 ZOOM 활용 꿀팁!,노션을 사용해서 학교 일을 하려니 막막했는데 강의 덕분에 막연함은 사라지고 활용해 볼 용기가 나네요. 하지만 이게 워낙 사용법이 복잡해서 한번 들어서는 완벽히 사용하는데 한계가 있어 보입니다. 실무 위주로 자세하게 노션관련 연수가 많아졌으면 합니다.,5점,2023.06.05
